3,杉田,レジェンド,竜の炎・ジルニトラ,FALSE
3,杉田,レジェンド,アジ・ダハーカ,FALSE
3,ネクロマンサー,レジェンド,冥守の長・アイシャ,FALSE
3,ネクロマンサー,レジェンド,死の淵に立つ者,FALSE
3,ヴァンパイア,レジェンド,ヴァルプルギス・ナハト,FALSE
3,ヴァンパイア,レジェンド,ディアボロス・プセマ,FALSE
3,ビショップ,レジェンド,希望導く聖乙女・ジャンヌ,FALSE
3,ビショップ,レジェンド,ヘブンリーナイト,FALSE
3,ネメシス,レジェンド,神秘の番人・スピネ,FALSE
3,ネメシス,レジェンド,デウスエクスマキナ,FALSE
3,ネメシス,レジェンド,マグナレガシー,FALSE
4,ニュートラル,レジェンド,マルドゥーク,FALSE
4,ニュートラル,レジェンド,月と太陽,FALSE
4,エルフ,レジェンド,翠嵐の斧使い,FALSE
4,エルフ,レジェンド,ホワイトヴァナラ,FALSE
4,エルフ,レジェンド,ユグドラシル,FALSE
4,エルフ,レジェンド,導きの妖精姫・アリア,TRUE
4,ロイヤル,レジェンド,空の指揮官・セリア,FALSE
4,ロイヤル,レジェンド,スカイフォートレス,FALSE
4,ロイヤル,レジェンド,スパルタクス,FALSE
4,ウィッチ,レジェンド,宿命の語り部・ルーニィ,FALSE
4,ウィッチ,レジェンド,無貌の魔女,FALSE
4,ウィッチ,レジェンド,真実の究明者・ファウスト,FALSE
4,杉田,レジェンド,ドラゴニックメイル・ギルヴァ,FALSE
4,杉田,レジェンド,リントヴルム,FALSE
4,杉田,レジェンド,銀氷のドラゴニュート・フィルレイン,FALSE
4,ネクロマンサー,レジェンド,永劫を望む者・ケリドウェン,FALSE
4,ネクロマンサー,レジェンド,最果ての骸,FALSE
4,ネクロマンサー,レジェンド,幽霊支配人・アーカス,FALSE
4,ヴァンパイア,レジェンド,闇夜の姫・ヴァンピィ,FALSE
4,ヴァンパイア,レジェンド,闇喰らいの蝙蝠,FALSE
4,ヴァンパイア,レジェンド,人狼の王・ヴァルツ,FALSE
4,ビショップ,レジェンド,ケリュネイア,FALSE
4,ビショップ,レジェンド,神の盾・ブローディア,FALSE
4,ビショップ,レジェンド,ツタンカーメン,FALSE
4,ビショップ,レジェンド,ムーンアルミラージ・ラミナ,TRUE
4,ネメシス,レジェンド,消し去るもの,FALSE
4,ネメシス,レジェンド,魔導電磁サイ,FALSE
4,ネメシス,レジェンド,人形の少女・オーキス,FALSE
